Ticker,Latest_price,sector,industry,marketCap,trailing_PE_ratio,pegRatio,enterpriseValue,ebitda,ebitdaMargins,profitMargins,revenueGrowth,freeCashflow,operatingCashflow,returnOnAssets,returnOnEquity,enterpriseToRevenue,enterpriseToEbitda,priceToBook,beta,forwardEps,currentRatio,quickRatio,debtToEquity,sharesOutstanding,earningsGrowth,fiveYearAvgDividendYield
EQNR,30.02,Energy,Oil & Gas Integrated,98362327040,35.193436,1.45,93269098496,26349000704,0.38469002,0.04048,1.054,17562744832,23008000000,0.08415,0.07843,1.362,3.54,2.6314867,0.773104,3.18,1.663,1.339,93.293,3232120064,,4.42
TGT,204.39,Consumer Defensive,Discount Stores,97928151040,15.043056,1.19,121930448896,11166000128,0.10804,0.06562,0.133,5191249920,9077999616,0.10204001,0.50011003,1.18,10.92,7.1211066,1.023896,13.38,0.967,0.247,112.287,479124000,0.512,2.71
ISRG,280.78,Healthcare,Medical Instruments & Supplies,100305002496,60.539024,4.15,122603511808,2088499968,0.38052,0.30777,0.302,1669049984,2149199872,0.09475,0.16475001,22.338,58.704,8.789482,1.087792,5.57,5.576,4.795,,357236992,0.195,
PTR,52.39,Energy,Oil & Gas Integrated,157182033920,7.3788733,-0.54,527274442752,291264987136,0.12197,0.0352,0.375,153852624896,382019010560,0.0232,0.077010006,0.221,1.81,0.0769762,0.891532,6.7,0.899,0.487,36.514,1830210048,-0.447,3.82
MU,90.8,Technology,Semiconductors,101711437824,14.053553,0.45,105769459712,14988999680,0.50606,0.24861999,0.332,1468875008,14439000064,0.093430005,0.17163,3.571,7.056,2.2132306,1.144935,11.51,3.101,2.277,16.435,1120169984,1.873,
ABNB,174.9,Consumer Cyclical,Travel Services,111129534464,,-2.66,98488967168,-2584251904,-0.48587,-0.80739,0.667,2307960832,1669735040,-0.15137,-1.3624,18.517,-38.111,24.595695,,0.93,1.863,1.225,54.642,346824000,0.664,
IBM,124.35,Technology,Information Technology Services,111457394688,23.537762,2.07,174828388352,15658999808,0.21030001,0.06401,0.003,12530875392,16112000000,0.03739,0.21405001,2.348,11.165,5.0169454,1.103896,10.3,0.836,0.65,263.801,896320000,-0.338,4.57
SYK,248.14,Healthcare,Medical Devices,93608337408,49.947666,2.29,115203940352,4633999872,0.278,0.113979995,0.113,3139749888,3500000000,0.06885,0.13989,6.911,24.861,6.6022778,0.990129,10.17,2.126,1.226,92.093,377240000,-0.301,1.07
ZTS,191.32,Healthcare,Drug Manufacturers—Specialty & Generic,90518470656,46.112316,3.84,109970087936,3136000000,0.41175997,0.26024,0.114,1500249984,2252000000,0.12495,0.47756,14.439,35.067,19.356537,0.64987,5.19,4.542,3.025,144.328,473126016,0.16,0.55
SPGI,378.67,Financial Services,Financial Data & Stock Exchanges,91259469824,32.646782,3.61,113059618816,4565000192,0.56526,0.34708,0.131,3430249984,3799000064,0.21398,0.74772,13.999,24.767,49.460556,0.984935,14.63,2.256,2.169,95.785,241000000,0.755,0.89
INFY,22.51,Technology,Information Technology Services,95886073856,34.10606,4.48,102873563136,3977999872,0.26684,0.19037001,0.207,2633750016,3396000000,0.16347,0.29676,6.901,25.861,10.013346,0.592477,0.78,2.167,1.917,7.312,4190469888,0.133,2.44
MDLZ,66,Consumer Defensive,Confectioners,92068020224,21.012417,2.62,109842898944,6192000000,0.21834,0.15702,0.078,3557750016,4368999936,0.047280002,0.16312,3.873,17.739,3.3237648,0.722597,3.1,0.733,0.472,73.834,1394969984,0.141,2
PBR,14.01,Energy,Oil & Gas Integrated,91374624768,3.8467877,-0.25,341991292928,190215995392,0.55487,0.39396,0.704,122422124544,189436002304,0.10428,0.43445,0.998,1.798,0.247579,1.329646,2.56,1.2,0.691,86.275,6522100224,,
MO,51.74,Consumer Defensive,Tobacco,95045861376,34.631863,2.06,117905457152,12140000256,0.5759,0.13164,-0.026,6223374848,8282999808,0.17232001,2.7119799,5.593,9.712,,0.704004,4.83,0.742,0.369,,1836989952,,6.09
MMM,147.62,Industrials,Conglomerates,85066465280,14.59994,2.37,117201043456,10108000256,0.28613,0.16764,0.071,5780874752,7964000256,0.10945,0.44799998,3.318,11.595,5.8829155,0.950649,10.37,1.705,1.105,130.812,576252992,0,2.95
BAM,53.2,Financial Services,Asset Management,83428237312,24.953096,2.25,327482474496,19570999296,0.26635998,0.047509998,0.215,14042999808,8405000192,0.02407,0.0907,4.457,16.733,2.1495817,1.404594,2.93,1.264,0.844,134.719,1568199936,3.867,1.27
BX,123.86,Financial Services,Asset Management,88053317632,16.99506,0.98,111685263360,,0,0.26413,0.517,,,0.36685002,0.68188006,5.036,,9.868537,1.303331,5,0.839,0.83,40.146,683153024,0.807,4.9
DELL,58.9,Technology,Computer Hardware,44992827392,6.8037434,1.26,77199048704,10814999552,0.10288999,0.06458,0.209,9621874688,13091000320,0.02963,0.70024,0.734,7.138,5.0978017,1.01115,7.03,0.82,0.596,352.79,289980992,3.533,
SNOW,273.77,Technology,Software—Application,83855745024,,28172.3,92959899648,-744603008,-0.72572,-0.72779,1.095,353168512,50895000,-0.08035,-0.14973,90.603,-124.845,16.72695,,0.02,4.494,4.323,4.072,306300000,,
BNS,71.99,Financial Services,Banks—Diversified,87518953472,11.920847,2.82,-109214072832,,0,0.32696,0.181,,-91376001024,0.00858,0.13885,-3.71,,1.2498481,0.833119,6.9,,,,1215709952,0.393,4.66
ENB,41.18,Energy,Oil & Gas Midstream,83434389504,18.491243,2.77,159929761792,11607000064,0.26049,0.1375,0.259,-5000000,9208000512,0.030030001,0.09389,3.589,13.779,1.5353642,0.940949,2.41,0.554,0.417,109.967,2026089984,-0.312,6.07
SE,127.69,Communication Services,Electronic Gaming & Multimedia,71217561600,,,102036234240,-1253025024,-0.15097,-0.23527999,1.218,-422548384,698916992,-0.07314,-0.45468,12.294,-81.432,9.094082,1.341191,-2.31,2.492,1.903,52.726,557737984,,
PNC,201.17,Financial Services,Banks—Regional,85022687232,19.774893,-3.93,115404922880,,0,0.24218,0.277,,5655000064,0.011569999,0.107200004,6.075,,1.6603938,1.344935,14.1,,,,422640992,-0.027,2.67
USB,57.1,Financial Services,Banks—Regional,84667875328,11.458961,0.88,106162036736,,0,0.33326,0.082,,,0.01417,0.14636,4.443,,1.7720811,1.093765,4.29,,,,1482800000,0.128,2.89
CME,236.62,Financial Services,Financial Data & Stock Exchanges,85040988160,34.899704,6.61,83590815744,2975899904,0.64274,0.52596,0.028,1755924992,2394400000,0.01026,0.08975001,18.054,28.089,3.1099837,0.462747,7.33,1.008,0.014,14.81,359396000,1.243,1.72
ADP,200.45,Industrials,Staffing & Employment Services,84466417664,31.71677,2.58,89013010432,4094000128,0.26082,0.1748,0.089,3923987456,3120600064,0.04133,0.50117,5.671,21.742,15.809607,0.834908,7.47,1.041,0.092,68.328,421384000,0.093,2
CNI,124.69,Industrials,Railroads,88068554752,23.98346,4.05,97798152192,7430000128,0.51669,0.32782,0.053,2532250112,6893000192,0.078200005,0.2301,6.801,13.163,4.0717764,0.64249,5.29,1.39,0.961,64.571,706300032,0.717,1.64
CB,204.71,Financial Services,Insurance—Property & Casualty,88176992256,10.40722,0.52,103619739648,8146999808,0.20179,0.21836,0.14,12054750208,11093000192,0.025390001,0.15235,2.567,12.719,1.4869832,0.787667,14.45,0.342,0.152,32.666,430740992,0.589,2.04
TFC,62.32,Financial Services,Banks—Regional,83190341632,14.7050495,2.5,110084710400,,0,0.26914,0.15,,5493000192,0.01198,0.08879,4.804,,1.33688,1.268626,4.86,,,,1334889984,0.519,3.13
MUFG,6.33,Financial Services,Banks—Diversified,84075061248,8.395226,,-53819782201344,,0,0.24221,-0.067,,3341222936576,0.00345,0.070199996,-11.62,,0.0045662033,1.009852,,,,,13281999872,-0.327,3.85
VALE,16.64,Basic Materials,Other Industrial Metals & Mining,80720633856,5.022638,0.29,102827794432,190439997440,0.62987,0.31648,0.144,134364127232,161108000768,0.21952999,0.50914,0.34,0.54,0.44900158,0.752212,2.54,1.244,0.893,54.589,4844760064,0.306,
TJX,66.15,Consumer Cyclical,Apparel Retail,78909014016,30.526073,0.19,97547403264,4706388992,0.10312,0.05846,0.239,1070632512,2232061952,0.07801,0.44426,2.137,20.727,12.259081,0.945454,3.35,1.287,0.661,198.942,1192880000,0.183,1.31
TEAM,298.07,Technology,Software—Application,75337793536,,12.05,78465015808,170936992,0.07619,-0.47907,0.336,662175232,840251008,0.023120001,-3.25121,34.972,459.029,,0.840851,2.07,0.838,0.746,,140420000,,
ADI,160.36,Technology,Semiconductors,84242079744,46.34682,1.57,94330912768,2848005888,0.38916,0.18999,0.533,1119481856,2735068928,0.03004,0.055630002,12.89,33.122,2.2173367,1.10593,8.51,1.941,1.241,18.736,525331008,-0.855,1.92
LRCX,569.99,Technology,Semiconductor Equipment & Materials,80254025728,19.264229,1.28,100632379392,5207305216,0.33055001,0.27072,0.355,1959992704,3403175936,0.19974001,0.7589,6.388,19.325,13.790525,1.174025,36.65,3.269,2.349,85.83,140799008,0.479,1.39
GILD,61.05,Healthcare,Drug Manufacturers—General,76579897344,10.446612,6.77,111657033728,14926999552,0.54316,0.26905,0.128,8185874944,10094999552,0.12683,0.37846002,4.063,7.48,3.568506,0.350129,6.8,1.366,1.091,128.946,1254380032,6.147,3.47
BDX,264.04,Healthcare,Medical Instruments & Supplies,75262754816,38.545986,2.23,90681180160,5641999872,0.27864,0.103319995,0.073,3650500096,4647000064,0.03904,0.088190004,4.479,16.073,3.1726809,0.721743,13.68,1.334,0.723,76.361,285043008,1.406,1.3
DUK,99.81,Utilities,Utilities—Regulated Electric,76788121600,25.526854,7.89,148990803968,11422999552,0.47160998,0.12795,0.034,-2255249920,9317000192,0.02219,0.05598,6.151,13.043,1.6211606,0.31948,5.47,0.607,0.256,128.981,769342976,0.031,4.17
MMC,152.19,Financial Services,Insurance Brokers,76839968768,28.769377,2.11,96132259840,5344999936,0.27986,0.1421,0.155,3958374912,3456999936,0.08723,0.29463,5.033,17.985,7.9031005,0.927272,6.73,1.183,1.1,131.3,504895008,0.694,1.67
BMO,114.8,Financial Services,Banks—Diversified,74420133888,12.643172,2.81,-73626681344,,0,0.28656,0.201,,-8194999808,0.008,0.1359,-2.721,,1.3810526,1.179075,10.94,,,,648259008,0.366,4.01
PDD,56.03,Consumer Cyclical,Internet Retail,70221832192,,-11.39,-22918096896,-1396184960,-0.01497,-0.00244,0.513,12190976000,27329804288,-0.0096700005,-0.00471,-0.246,16.415,1.0326778,1.433159,1.35,1.82,1.188,18.296,1253289984,,
CSX,34.66,Industrials,Railroads,76875186176,21.81246,1.38,97746296832,6522999808,0.54723,0.3026,0.243,2324624896,4953999872,0.080369994,0.27854002,8.2,14.985,5.8399324,1.216421,1.78,1.718,1.545,128.113,2217979904,0.344,1.3
HCA,244.1,Healthcare,Medical Care Facilities,75920719872,12.4968,0.93,116390903808,12469000192,0.21505,0.11328,0.148,-2138125056,2932999936,0.12033,4.74392,2.007,9.334,,1.651428,18.7,1.377,0.995,1866.301,311023008,2.59,
CI,228.65,Healthcare,Healthcare Plans,75781013504,9.516377,1.04,106403020800,10154999808,0.0596,0.049200002,0.082,9887625216,7209999872,0.03285,0.17627001,0.624,10.478,1.5981128,0.88165,22.46,0.7,0.58,73.536,331428000,0.27,0.21
CCI,162.34,Real Estate,REIT—Specialty,70163832832,56.544754,4.34,106205003776,3667000064,0.57839,0.17287001,0.108,1416749952,2727000064,0.0325,0.13071,16.752,28.962,8.238935,0.539532,3.31,0.619,0.412,327.065,432203008,-0.305,3.3
IBN,19.91,Financial Services,Banks—Regional,69940248576,24.641088,0.28,-228075225088,,0,0.20944001,0.051,,-301938606080,0.014830001,0.13896,-0.225,,0.04091959,1.016814,1.08,,,,3471480064,0.193,
SHW,268.07,Basic Materials,Specialty Chemicals,70286884864,36.72695,3.07,98320154624,3436999936,0.17472,0.10001001,0.005,2258524928,2895500032,0.08595,0.57046,4.998,28.606,26.066706,1.067012,10.2,0.83,0.449,401.78,262196000,-0.263,0.83
GM,48.6,Consumer Cyclical,Auto Manufacturers,70560391168,6.5042825,0.64,162941026304,16894000128,0.13302,0.078889996,-0.105,-8245499904,15187999744,0.029779999,0.17222,1.283,9.645,1.3462604,1.195425,6.83,1.103,0.843,168.039,1451859968,-0.401,
SO,63.77,Utilities,Utilities—Regulated Electric,67583447040,22.766869,3.18,129582833664,9032999936,0.40213,0.13333,0.11,-1741750016,6557000192,0.02533,0.08851,5.769,14.345,2.3557444,0.481038,3.54,0.859,0.443,162.916,1059800000,-0.127,4.52
ICE,122.87,Financial Services,Financial Data & Stock Exchanges,69225455616,22.66556,2.3,88835620864,4236999936,0.60728,0.43815,0.277,2654249984,3196000000,0.0153,0.1503,12.733,20.967,3.2029927,0.821298,5.55,1.006,0.024,66.88,563404032,0.577,1.15
UBS,20.16,Financial Services,Banks—Diversified,69462687744,9.536424,1.6,35996504064,,0,0.22177,0.022,,-10732000256,0.00722,0.12921,1.031,,1.153516,1.193137,1.81,,,,3445570048,0.125,3.94
F,18.04,Consumer Cyclical,Auto Manufacturers,72092172288,25.301544,0.16,175247491072,16227000320,0.11902001,0.13156,0.048,10372249600,15786999808,0.025239998,0.45095003,1.285,10.8,1.9700778,1.079562,1.99,1.201,1.031,286.876,3925390080,,
REGN,615.13,Healthcare,Biotechnology,66152927232,9.837987,0.67,61402947584,7465800192,0.55898,0.52376,0.505,3450700032,5939800064,0.22614,0.51093,4.597,8.225,3.761757,0.176103,47.81,3.708,3.026,15.637,105720000,0.939,
UBER,34.68,Technology,Software—Application,67283365888,,-0.68,88967716864,-2731000064,-0.184,-0.15880999,0.722,358624992,-1143000064,-0.06674,-0.19708,5.994,-32.577,4.604966,1.29209,-0.65,1.192,1.035,78.439,1940120064,,
ITW,215.81,Industrials,Specialty Industrial Machinery,67738656768,25.097105,2.1,82967986176,3959000064,0.2778,0.19135,0.075,1769374976,2556000000,0.14562,0.8811,5.822,20.957,19.398651,1.116066,9.09,2.195,1.574,216.175,313880992,0.104,2.19
EOG,111.62,Energy,Oil & Gas E&P,65307746304,21.519184,0.15,56862330880,7945999872,0.47464,0.18018,1.265,2962390016,6745782784,0.06977,0.14394,3.397,7.156,3.0000536,2.010389,9.88,2.109,1.85,24.659,585089984,,1.45
FIS,95.64,Technology,Information Technology Services,58238738432,265.66666,1.16,88307392512,4813000192,0.35596,0.01701,0.097,4097499904,5114999808,0.01471,0.00489,6.531,18.348,1.2364897,0.745974,7.39,0.793,0.411,41.824,608937024,7.592,1.13
EW,105.62,Healthcare,Medical Devices,65942159360,45.427956,3.7,76256927744,1718599936,0.33734,0.28998,0.148,954712512,1758300032,0.13236,0.30299,14.968,44.372,11.898165,1.093258,2.58,3.637,2.544,12.345,624334016,0.038,
CL,79.55,Consumer Defensive,Household & Personal Products,67048640512,25.334394,4.32,77182722048,4407000064,0.25412,0.15367,0.063,2150249984,3182000128,0.15369001,2.7066698,4.451,17.514,113.48075,0.620881,3.39,1.091,0.58,750.243,842849024,-0.074,2.33
ABB,34.34,Industrials,Electrical Equipment & Parts,68439617536,38.411633,1.89,81305780224,4365000192,0.15284,0.06397,0.068,2766000128,3492000000,0.05232,0.13746001,2.847,18.627,4.903613,1.014941,1.65,1.141,0.741,53.994,1992999936,-0.848,3.36
CP,72.36,Industrials,Railroads,67263975424,19.8573,3.21,59435642880,4579999744,0.57487,0.39187,0.042,1686125056,4068999936,0.09506,0.36628,7.46,12.977,5.096852,0.724646,3.46,0.395,0.278,110.234,929574016,-0.205,0.91
SNP,51.83,Energy,Oil & Gas Integrated,82171805696,5.758889,-1.04,338070929408,194899001344,0.07626,0.02716,0.428,83288875008,199010992128,0.031889997,0.094069995,0.132,1.735,0.08166063,1.064748,9.01,0.917,0.457,37.987,1210710016,-0.552,7.61
SAN,3.79,Financial Services,Banks—Diversified,64604717056,11.381381,0.04,20070330368,,0,0.16693,0.127,,,0.0049,0.08103,0.547,,0.7692308,1.802434,0.46,,,,17046099968,-0.152,
MRNA,145.74,Healthcare,Biotechnology,59090284544,8.73113,0.54,86171066368,7772106752,0.65691,0.5968,30.65,8944045056,11573970944,0.372,1.09609,7.283,11.087,5.8300667,1.335722,26.47,1.348,1.216,5.758,405449984,,
COF,153.96,Financial Services,Credit Services,65528766464,5.757882,0.12,82884354048,,0,0.39511,0.159,,12275000320,0.029590001,0.20556,2.613,,1.1497189,1.653319,19.31,,,,425622016,0.34,1.65
FISV,94.13,Technology,Information Technology Services,62147637248,48.772022,1.04,93009281024,5599000064,0.35434,0.08234,0.1,3343749888,3876999936,0.02088,0.0417,5.886,16.612,1.9662439,0.825974,6.47,1.049,0.212,64.415,660232000,0.641,
SNAP,38.01,Communication Services,Internet Content & Information,61188493312,,1.43,65651884032,-657089024,-0.17614001,-0.16715999,0.573,367340512,54807000,-0.08008,-0.22118,17.599,-99.913,17.736818,1.08789,0.57,5.531,5.436,75.601,1355490048,,
NSC,270.22,Industrials,Railroads,65756684288,23.256733,1.39,85086715904,5570999808,0.51284003,0.26843,0.138,2002000000,4183000064,0.07165,0.2023,7.833,15.273,4.735136,1.356817,13.74,1.129,1,103.449,243344992,0.378,1.78
D,79.15,Utilities,Utilities—Regulated Electric,64104218624,24.96058,2.9,108183052288,6185999872,0.45468,0.19323999,-0.119,2827375104,3952000000,0.02123,0.09639,7.952,17.488,2.6148002,0.441459,4.13,0.703,0.169,152.622,809907968,0.935,4.26
ATVI,81.05,Communication Services,Electronic Gaming & Multimedia,63128956928,24.043312,1.33,45948313600,3407000064,0.37638,0.29209,0.059,2751749888,2892999936,0.08984,0.16877002,5.076,13.486,3.7238688,0.673246,3.8,5.561,5.25,21.28,778889024,0.051,0.57
FCX,43.02,Basic Materials,Copper,63173578752,16.289284,0.48,76095692800,9528000512,0.44994,0.18455,0.58,5857750016,6761999872,0.105979994,0.24268,3.593,7.987,4.729552,2.069944,3.55,2.497,1.685,42.896,1468470016,3.273,
PSA,343.56,Real Estate,REIT—Industrial,60244967424,41.04169,2.41,72859566080,2352130048,0.70682,0.50629,0.228,1662701312,2327281920,0.0798,0.19327,21.894,30.976,12.022256,0.211428,9.17,2.075,2.02,63.882,175355008,0.787,3.52
CNQ,51.87,Energy,Oil & Gas E&P,61041651712,13.358229,2.44,73907576832,11845999616,0.45805,0.22732,0.712,7267125248,11036000256,0.05209,0.1737,2.858,6.239,1.7165834,2.257232,4.92,0.912,0.67,51.737,1176819968,4.384,3.97
NOC,391.25,Industrials,Aerospace & Defense,61558493184,13.800705,2.48,73029861376,5692000256,0.15285,0.124189995,-0.04,3683000064,3727000064,0.06369,0.42268002,1.961,12.83,5.440602,0.812467,25.08,1.466,1.297,123.912,157338000,0.126,1.56
PGR,106.41,Financial Services,Insurance—Property & Casualty,62186004480,15.46657,-2.77,63802900480,5670300160,0.12168,0.0874,0.083,14168187904,8856899584,0.04922,0.22229,1.369,11.252,3.4463663,0.491948,4.65,0.36,0.239,26.394,584400000,-0.927,2.47
SQ,97.72,Technology,Software—Infrastructure,45075890176,98.014046,2.09,72691990528,430412992,0.025710002,0.03208,0.267,521718368,793502016,0.01885,0.21066,4.342,168.889,15.218814,2.381818,1.84,1.903,1.242,197,399175008,-0.998,
MCO,323.58,Financial Services,Financial Data & Stock Exchanges,60153520128,28.989428,2.51,77716504576,3081999872,0.51633,0.35199,0.125,2333125120,2364000000,0.13633001,0.97449,13.02,25.216,24.753672,1.17974,12.67,1.523,1.408,307.865,185900000,0.024,0.93
FDX,222.23,Industrials,Integrated Freight & Logistics,58884059136,12.2232,0.73,170382049280,11722000384,0.1309,0.05489,0.142,2828124928,8986999808,0.05913,0.21384001,1.903,14.535,2.3610344,1.286753,23.02,1.494,1.371,147.67,264968992,-0.147,1.17
BSX,42.55,Healthcare,Medical Devices,60633321472,55.3316,1.18,69701672960,3071000064,0.26774,0.10078,0.103,2259124992,2064999936,0.03944,0.07219,6.077,22.697,3.6827073,0.867532,1.87,1.549,0.899,57.478,1424989952,,
AON,283.8,Financial Services,Insurance Brokers,62530220032,70.72015,1.78,73428271104,2308000000,0.19108999,0.075840004,0.133,1761374976,2011000064,0.03906,0.32708,6.08,31.815,28.445423,0.892467,13.08,1.07,0.226,412.571,220332000,,0.92
EQIX,692.94,Real Estate,REIT—Specialty,62393147392,146.09741,3.99,87032717312,2775002880,0.42414,0.0654,0.112,2348613632,2341249024,0.02675,0.04048,13.302,31.363,5.9035416,0.358441,7.73,1.628,1.219,142.514,90041200,1.27,1.74
ETN,153.36,Industrials,Specialty Industrial Machinery,61129297920,29.761305,1.23,68484272128,3374999808,0.17195,0.109230004,0.024,,,0.04675,0.13658,3.489,20.292,3.8274932,1.205867,7.42,1.041,0.536,54.197,398600000,0.158,2.91
AMX,18.19,Communication Services,Telecom Services,58853748736,12.458904,0.38,712640692224,292954570752,0.29031,0.096870005,-0.026,121705988096,282376372224,0.06302,0.37094003,0.706,2.433,0.2322523,0.295575,1.41,0.687,0.595,212.944,3235500032,-0.172,2.22
AMOV,18.07,Communication Services,Telecom Services,58465484800,12.376712,,711953416192,292954570752,0.29031,0.096870005,-0.026,121705988096,282376372224,0.06302,0.37094003,0.706,2.43,0.23072012,0.295575,,0.687,0.595,212.944,3235500032,-0.172,2.34
WM,142.33,Industrials,Waste Management,59538915328,34.54612,2.2,81662377984,4931999744,0.28476,0.10092,0.208,2592499968,4100000000,0.07011,0.24409,4.715,16.558,8.301062,0.82961,5.53,0.776,0.679,181.865,418316000,0.391,1.9
VRTX,229.61,Healthcare,Biotechnology,58378801152,27.537779,1.71,50324250624,2770692096,0.38861,0.30523002,0.29,1262742784,2140039040,0.13846,0.24639,7.058,18.163,6.1724777,0.595324,13.4,4.625,4.211,9.2,254252000,0.296,
GD,215.82,Industrials,Aerospace & Defense,60261912576,18.522142,2.15,71279632384,5302000128,0.13715,0.08555,0.015,3120250112,5116000256,0.054330003,0.2173,1.844,13.444,3.826528,1.078441,12.45,1.485,0.994,97.405,279223008,0.059,2.18
